1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
4944 alignments/orthologs4944.fas	OG0005498	Pa_4_2850
4945 alignments/orthologs4945.fas	OG0005499	Pa_4_2860
4946 alignments/orthologs4946.fas	OG0005500	Pa_4_2870
4947 alignments/orthologs4947.fas	OG0005501	Pa_4_2880
4948 alignments/orthologs4948.fas	OG0005502	Pa_4_2885
4949 alignments/orthologs4949.fas	OG0005503	Pa_4_2890
4950 alignments/orthologs4950.fas	OG0005504	Pa_4_2900
4951 alignments/orthologs4951.fas	OG0005505	Pa_4_2910
4952 alignments/orthologs4952.fas	OG0005506	Pa_4_2930
4953 alignments/orthologs4953.fas	OG0005507	Pa_4_2940
4954 alignments/orthologs4954.fas	OG0005508	Pa_4_2950
4955 alignments/orthologs4955.fas	OG0005509	Pa_4_2960
4956 alignments/orthologs4956.fas	OG0005510	Pa_4_2970
4957 alignments/orthologs4957.fas	OG0005511	Pa_4_2990
4958 alignments/orthologs4958.fas	OG0005512	Pa_4_3000
4959 alignments/orthologs4959.fas	OG0005513	Pa_4_3010
4960 alignments/orthologs4960.fas	OG0005514	Pa_4_3020
4961 alignments/orthologs4961.fas	OG0005515	Pa_4_3030
4962 alignments/orthologs4962.fas	OG0005516	Pa_4_3040
4963 alignments/orthologs4963.fas	OG0005517	Pa_4_3050
4964 alignments/orthologs4964.fas	OG0005518	Pa_4_3060
4965 alignments/orthologs4965.fas	OG0005519	Pa_4_3070
4966 alignments/orthologs4966.fas	OG0005520	Pa_4_3080
4967 alignments/orthologs4967.fas	OG0005521	Pa_4_3085
4968 alignments/orthologs4968.fas	OG0005522	Pa_4_3090
4969 alignments/orthologs4969.fas	OG0005523	Pa_4_3100
4970 alignments/orthologs4970.fas	OG0005524	Pa_4_3115
4971 alignments/orthologs4971.fas	OG0005525	Pa_4_3110
4972 alignments/orthologs4972.fas	OG0005526	Pa_4_9620
4973 alignments/orthologs4973.fas	OG0005527	Pa_4_9630
4974 alignments/orthologs4974.fas	OG0005528	Pa_4_9640
4975 alignments/orthologs4975.fas	OG0005529	Pa_4_9650
4976 alignments/orthologs4976.fas	OG0005530	Pa_4_9660
4977 alignments/orthologs4977.fas	OG0005531	Pa_4_9670
4978 alignments/orthologs4978.fas	OG0005532	Pa_4_9680
4979 alignments/orthologs4979.fas	OG0005533	Pa_4_9690
4980 alignments/orthologs4980.fas	OG0005534	Pa_4_9700
4981 alignments/orthologs4981.fas	OG0005535	Pa_4_9710
4982 alignments/orthologs4982.fas	OG0005536	Pa_4_9720
4983 alignments/orthologs4983.fas	OG0005537	Pa_4_9730
4984 alignments/orthologs4984.fas	OG0005538	Pa_4_9740
4985 alignments/orthologs4985.fas	OG0005539	Pa_4_9750
4986 alignments/orthologs4986.fas	OG0005540	Pa_4_9760
4987 alignments/orthologs4987.fas	OG0005541	Pa_4_9770
4988 alignments/orthologs4988.fas	OG0005542	Pa_4_9780
4989 alignments/orthologs4989.fas	OG0005543	Pa_4_9930
4990 alignments/orthologs4990.fas	OG0005544	Pa_4_9920
4991 alignments/orthologs4991.fas	OG0005545	Pa_4_9900
4992 alignments/orthologs4992.fas	OG0005546	Pa_4_9890
4993 alignments/orthologs4993.fas	OG0005547	Pa_4_9880
4994 alignments/orthologs4994.fas	OG0005548	Pa_4_9870
4995 alignments/orthologs4995.fas	OG0005549	Pa_4_9860
4996 alignments/orthologs4996.fas	OG0005550	Pa_4_9850
4997 alignments/orthologs4997.fas	OG0005551	Pa_4_9840
4998 alignments/orthologs4998.fas	OG0005552	Pa_4_9830
4999 alignments/orthologs4999.fas	OG0005553	Pa_4_9810
5000 alignments/orthologs5000.fas	OG0005554	Pa_4_9800
5001 alignments/orthologs5001.fas	OG0005555	Pa_4_4160
5002 alignments/orthologs5002.fas	OG0005556	Pa_4_4150
5003 alignments/orthologs5003.fas	OG0005557	Pa_4_4140
5004 alignments/orthologs5004.fas	OG0005558	Pa_4_4130
5005 alignments/orthologs5005.fas	OG0005559	Pa_4_4120
5006 alignments/orthologs5006.fas	OG0005560	Pa_4_4110
5007 alignments/orthologs5007.fas	OG0005561	Pa_4_4090
5008 alignments/orthologs5008.fas	OG0005562	Pa_4_4080
5009 alignments/orthologs5009.fas	OG0005563	Pa_4_4070
5010 alignments/orthologs5010.fas	OG0005564	Pa_4_4060
5011 alignments/orthologs5011.fas	OG0005565	Pa_4_4050
5012 alignments/orthologs5012.fas	OG0005566	Pa_4_4040
5013 alignments/orthologs5013.fas	OG0005567	Pa_4_4030
5014 alignments/orthologs5014.fas	OG0005568	Pa_4_4020
5015 alignments/orthologs5015.fas	OG0005569	Pa_4_3970
5016 alignments/orthologs5016.fas	OG0005570	Pa_4_3960
5017 alignments/orthologs5017.fas	OG0005571	Pa_4_3950
5018 alignments/orthologs5018.fas	OG0005572	Pa_4_3920
5019 alignments/orthologs5019.fas	OG0005573	Pa_4_3900
5020 alignments/orthologs5020.fas	OG0005574	Pa_4_3880
5021 alignments/orthologs5021.fas	OG0005575	Pa_4_3870
5022 alignments/orthologs5022.fas	OG0005576	Pa_4_3860
5023 alignments/orthologs5023.fas	OG0005577	Pa_4_3858
5024 alignments/orthologs5024.fas	OG0005578	Pa_4_3855
5025 alignments/orthologs5025.fas	OG0005579	Pa_4_3830
5026 alignments/orthologs5026.fas	OG0005580	Pa_4_3820
5027 alignments/orthologs5027.fas	OG0005581	Pa_4_3800
5028 alignments/orthologs5028.fas	OG0005582	Pa_4_3780
5029 alignments/orthologs5029.fas	OG0005583	Pa_4_3770
5030 alignments/orthologs5030.fas	OG0005584	Pa_4_3765
5031 alignments/orthologs5031.fas	OG0005585	Pa_4_3760
5032 alignments/orthologs5032.fas	OG0005586	Pa_4_3755
5033 alignments/orthologs5033.fas	OG0005587	Pa_4_3740
5034 alignments/orthologs5034.fas	OG0005588	Pa_4_3730
5035 alignments/orthologs5035.fas	OG0005589	Pa_4_3720
5036 alignments/orthologs5036.fas	OG0005590	Pa_4_3710
5037 alignments/orthologs5037.fas	OG0005591	Pa_4_3700
5038 alignments/orthologs5038.fas	OG0005592	Pa_4_3690
5039 alignments/orthologs5039.fas	OG0005593	Pa_4_3650
5040 alignments/orthologs5040.fas	OG0005594	Pa_4_3640
5041 alignments/orthologs5041.fas	OG0005595	Pa_4_3635
5042 alignments/orthologs5042.fas	OG0005596	Pa_4_3630
5043 alignments/orthologs5043.fas	OG0005597	Pa_4_3610
5044 alignments/orthologs5044.fas	OG0005598	Pa_4_3600
5045 alignments/orthologs5045.fas	OG0005599	Pa_4_3590
5046 alignments/orthologs5046.fas	OG0005600	Pa_4_3580
5047 alignments/orthologs5047.fas	OG0005601	Pa_4_3570
5048 alignments/orthologs5048.fas	OG0005602	Pa_4_3560
5049 alignments/orthologs5049.fas	OG0005603	Pa_4_3550
5050 alignments/orthologs5050.fas	OG0005604	Pa_4_3535
5051 alignments/orthologs5051.fas	OG0005605	Pa_4_3520
5052 alignments/orthologs5052.fas	OG0005606	Pa_4_3519
5053 alignments/orthologs5053.fas	OG0005607	Pa_4_3516
5054 alignments/orthologs5054.fas	OG0005608	Pa_4_3514
5055 alignments/orthologs5055.fas	OG0005609	Pa_4_3513
5056 alignments/orthologs5056.fas	OG0005610	Pa_4_3510
5057 alignments/orthologs5057.fas	OG0005611	Pa_4_3500
5058 alignments/orthologs5058.fas	OG0005612	Pa_4_3488
5059 alignments/orthologs5059.fas	OG0005613	Pa_4_3485
5060 alignments/orthologs5060.fas	OG0005614	Pa_4_3480
5061 alignments/orthologs5061.fas	OG0005615	Pa_4_3470
5062 alignments/orthologs5062.fas	OG0005616	Pa_4_3460
5063 alignments/orthologs5063.fas	OG0005617	Pa_4_3440
5064 alignments/orthologs5064.fas	OG0005618	Pa_4_3430
5065 alignments/orthologs5065.fas	OG0005619	Pa_4_3420
5066 alignments/orthologs5066.fas	OG0005620	Pa_4_3418
5067 alignments/orthologs5067.fas	OG0005621	Pa_4_3410
5068 alignments/orthologs5068.fas	OG0005622	Pa_4_3405
5069 alignments/orthologs5069.fas	OG0005623	Pa_4_3400
5070 alignments/orthologs5070.fas	OG0005624	Pa_4_3390
5071 alignments/orthologs5071.fas	OG0005625	Pa_4_3380
5072 alignments/orthologs5072.fas	OG0005626	Pa_4_3360
5073 alignments/orthologs5073.fas	OG0005627	Pa_4_3350
5074 alignments/orthologs5074.fas	OG0005628	Pa_4_3340
5075 alignments/orthologs5075.fas	OG0005629	Pa_4_3330
5076 alignments/orthologs5076.fas	OG0005630	Pa_4_3320
5077 alignments/orthologs5077.fas	OG0005631	Pa_4_3300
5078 alignments/orthologs5078.fas	OG0005632	Pa_4_3290
5079 alignments/orthologs5079.fas	OG0005633	Pa_4_3280
5080 alignments/orthologs5080.fas	OG0005634	Pa_4_3270
5081 alignments/orthologs5081.fas	OG0005635	Pa_4_3260
5082 alignments/orthologs5082.fas	OG0005636	Pa_4_3250
5083 alignments/orthologs5083.fas	OG0005637	Pa_4_3240
5084 alignments/orthologs5084.fas	OG0005638	Pa_4_3220
5085 alignments/orthologs5085.fas	OG0005639	Pa_4_3210
5086 alignments/orthologs5086.fas	OG0005640	Pa_4_3200
5087 alignments/orthologs5087.fas	OG0005641	Pa_4_3190
5088 alignments/orthologs5088.fas	OG0005642	Pa_4_3180
5089 alignments/orthologs5089.fas	OG0005643	Pa_4_3179
5090 alignments/orthologs5090.fas	OG0005644	Pa_4_3175
5091 alignments/orthologs5091.fas	OG0005645	Pa_4_3170
5092 alignments/orthologs5092.fas	OG0005646	Pa_4_3160
5093 alignments/orthologs5093.fas	OG0005647	Pa_4_3150
5094 alignments/orthologs5094.fas	OG0005648	Pa_4_3140
5095 alignments/orthologs5095.fas	OG0005649	Pa_4_3130
5096 alignments/orthologs5096.fas	OG0005650	Pa_4_3120
5097 alignments/orthologs5097.fas	OG0005651	Pa_0_1470
5098 alignments/orthologs5098.fas	OG0005652	Pa_0_1480
5099 alignments/orthologs5099.fas	OG0005653	Pa_0_1500
5100 alignments/orthologs5100.fas	OG0005654	Pa_4_9600
5101 alignments/orthologs5101.fas	OG0005655	Pa_4_9610
5102 alignments/orthologs5102.fas	OG0005656	Pa_4_9590
5103 alignments/orthologs5103.fas	OG0005657	Pa_4_9570
5104 alignments/orthologs5104.fas	OG0005658	Pa_4_9560
5105 alignments/orthologs5105.fas	OG0005659	Pa_4_9540
5106 alignments/orthologs5106.fas	OG0005660	Pa_4_9530
5107 alignments/orthologs5107.fas	OG0005661	Pa_4_9520
5108 alignments/orthologs5108.fas	OG0005662	Pa_4_9415
5109 alignments/orthologs5109.fas	OG0005663	Pa_4_9510
5110 alignments/orthologs5110.fas	OG0005664	Pa_4_9490
5111 alignments/orthologs5111.fas	OG0005665	Pa_4_9500
5112 alignments/orthologs5112.fas	OG0005666	Pa_4_9485
5113 alignments/orthologs5113.fas	OG0005667	Pa_4_9470
5114 alignments/orthologs5114.fas	OG0005668	Pa_4_9465
5115 alignments/orthologs5115.fas	OG0005669	Pa_4_9460
5116 alignments/orthologs5116.fas	OG0005670	Pa_4_9450
5117 alignments/orthologs5117.fas	OG0005671	Pa_4_9440
5118 alignments/orthologs5118.fas	OG0005672	Pa_4_9430
5119 alignments/orthologs5119.fas	OG0005673	Pa_4_9420
5120 alignments/orthologs5120.fas	OG0005674	Pa_4_9410
5121 alignments/orthologs5121.fas	OG0005675	Pa_4_9400
5122 alignments/orthologs5122.fas	OG0005676	Pa_4_9390
5123 alignments/orthologs5123.fas	OG0005677	Pa_4_9380
5124 alignments/orthologs5124.fas	OG0005678	Pa_4_9370
5125 alignments/orthologs5125.fas	OG0005679	Pa_4_9360
5126 alignments/orthologs5126.fas	OG0005680	Pa_4_9340
5127 alignments/orthologs5127.fas	OG0005681	Pa_4_9330
5128 alignments/orthologs5128.fas	OG0005682	Pa_4_9320
5129 alignments/orthologs5129.fas	OG0005683	Pa_4_9325
5130 alignments/orthologs5130.fas	OG0005684	Pa_4_9310
5131 alignments/orthologs5131.fas	OG0005685	Pa_4_9300
5132 alignments/orthologs5132.fas	OG0005686	Pa_4_9290
5133 alignments/orthologs5133.fas	OG0005687	Pa_4_9280
5134 alignments/orthologs5134.fas	OG0005688	Pa_4_9270
5135 alignments/orthologs5135.fas	OG0005689	Pa_4_9260
5136 alignments/orthologs5136.fas	OG0005690	Pa_4_9250
5137 alignments/orthologs5137.fas	OG0005691	Pa_4_9245
5138 alignments/orthologs5138.fas	OG0005692	Pa_4_9240
5139 alignments/orthologs5139.fas	OG0005693	Pa_4_9230
5140 alignments/orthologs5140.fas	OG0005694	Pa_4_9225
5141 alignments/orthologs5141.fas	OG0005695	Pa_4_9190
5142 alignments/orthologs5142.fas	OG0005696	Pa_4_9180
5143 alignments/orthologs5143.fas	OG0005697	Pa_4_9160
5144 alignments/orthologs5144.fas	OG0005698	Pa_4_9150
5145 alignments/orthologs5145.fas	OG0005699	Pa_4_9140
5146 alignments/orthologs5146.fas	OG0005700	Pa_4_9130
5147 alignments/orthologs5147.fas	OG0005701	Pa_4_9120
5148 alignments/orthologs5148.fas	OG0005702	Pa_4_9110
5149 alignments/orthologs5149.fas	OG0005703	Pa_4_9100
5150 alignments/orthologs5150.fas	OG0005704	Pa_4_9090
5151 alignments/orthologs5151.fas	OG0005705	Pa_4_9080
5152 alignments/orthologs5152.fas	OG0005706	Pa_4_9070
5153 alignments/orthologs5153.fas	OG0005707	Pa_4_9060
5154 alignments/orthologs5154.fas	OG0005708	Pa_4_9050
5155 alignments/orthologs5155.fas	OG0005709	Pa_4_9040
5156 alignments/orthologs5156.fas	OG0005710	Pa_4_9030
5157 alignments/orthologs5157.fas	OG0005711	Pa_4_9020
5158 alignments/orthologs5158.fas	OG0005712	Pa_4_9010
5159 alignments/orthologs5159.fas	OG0005713	Pa_4_9000
5160 alignments/orthologs5160.fas	OG0005714	Pa_4_8990
5161 alignments/orthologs5161.fas	OG0005715	Pa_4_8980
5162 alignments/orthologs5162.fas	OG0005716	Pa_4_8970
5163 alignments/orthologs5163.fas	OG0005717	Pa_4_8960
5164 alignments/orthologs5164.fas	OG0005718	Pa_4_8950
5165 alignments/orthologs5165.fas	OG0005719	Pa_4_8940
5166 alignments/orthologs5166.fas	OG0005720	Pa_4_8930
5167 alignments/orthologs5167.fas	OG0005721	Pa_4_8920
5168 alignments/orthologs5168.fas	OG0005722	Pa_4_8910
5169 alignments/orthologs5169.fas	OG0005723	Pa_4_8902
5170 alignments/orthologs5170.fas	OG0005724	Pa_4_8900
5171 alignments/orthologs5171.fas	OG0005725	Pa_4_8890
5172 alignments/orthologs5172.fas	OG0005726	Pa_4_8880
5173 alignments/orthologs5173.fas	OG0005727	Pa_4_8870
5174 alignments/orthologs5174.fas	OG0005728	Pa_4_8860
5175 alignments/orthologs5175.fas	OG0005729	Pa_4_8850
5176 alignments/orthologs5176.fas	OG0005730	Pa_4_8840
5177 alignments/orthologs5177.fas	OG0005731	Pa_4_8830
5178 alignments/orthologs5178.fas	OG0005732	Pa_4_8820
5179 alignments/orthologs5179.fas	OG0005733	Pa_4_8810
5180 alignments/orthologs5180.fas	OG0005734	Pa_4_8800
5181 alignments/orthologs5181.fas	OG0005735	Pa_4_8790
5182 alignments/orthologs5182.fas	OG0005736	Pa_4_8780
5183 alignments/orthologs5183.fas	OG0005737	Pa_4_8770
5184 alignments/orthologs5184.fas	OG0005738	Pa_4_8767
5185 alignments/orthologs5185.fas	OG0005739	Pa_4_8765
5186 alignments/orthologs5186.fas	OG0005740	Pa_4_8760
5187 alignments/orthologs5187.fas	OG0005741	Pa_4_8740
5188 alignments/orthologs5188.fas	OG0005742	Pa_4_8730
5189 alignments/orthologs5189.fas	OG0005743	Pa_4_8720
5190 alignments/orthologs5190.fas	OG0005744	Pa_4_8715
5191 alignments/orthologs5191.fas	OG0005745	Pa_4_8710
5192 alignments/orthologs5192.fas	OG0005746	Pa_4_8700
5193 alignments/orthologs5193.fas	OG0005747	Pa_4_8680
5194 alignments/orthologs5194.fas	OG0005748	Pa_4_8670
5195 alignments/orthologs5195.fas	OG0005749	Pa_4_8660
5196 alignments/orthologs5196.fas	OG0005750	Pa_4_8650
5197 alignments/orthologs5197.fas	OG0005751	Pa_4_8640
5198 alignments/orthologs5198.fas	OG0005752	Pa_4_8630
5199 alignments/orthologs5199.fas	OG0005753	Pa_4_8620
5200 alignments/orthologs5200.fas	OG0005754	Pa_4_8610
5201 alignments/orthologs5201.fas	OG0005755	Pa_4_8600
5202 alignments/orthologs5202.fas	OG0005756	Pa_4_8580
5203 alignments/orthologs5203.fas	OG0005757	Pa_4_8550
5204 alignments/orthologs5204.fas	OG0005758	Pa_4_8525
5205 alignments/orthologs5205.fas	OG0005759	Pa_4_8530
5206 alignments/orthologs5206.fas	OG0005760	Pa_4_8523
5207 alignments/orthologs5207.fas	OG0005761	Pa_4_8520
5208 alignments/orthologs5208.fas	OG0005762	Pa_4_8510
5209 alignments/orthologs5209.fas	OG0005763	Pa_4_8500
5210 alignments/orthologs5210.fas	OG0005764	Pa_4_8490
5211 alignments/orthologs5211.fas	OG0005765	Pa_4_8480
5212 alignments/orthologs5212.fas	OG0005766	Pa_4_8470
5213 alignments/orthologs5213.fas	OG0005767	Pa_4_8460
5214 alignments/orthologs5214.fas	OG0005768	Pa_4_8458
5215 alignments/orthologs5215.fas	OG0005770	Pa_4_8450
5216 alignments/orthologs5216.fas	OG0005771	Pa_4_8440
5217 alignments/orthologs5217.fas	OG0005772	Pa_4_8430
5218 alignments/orthologs5218.fas	OG0005773	Pa_4_8410
5219 alignments/orthologs5219.fas	OG0005774	Pa_4_8400
5220 alignments/orthologs5220.fas	OG0005775	Pa_4_8390
5221 alignments/orthologs5221.fas	OG0005776	Pa_4_8380
5222 alignments/orthologs5222.fas	OG0005777	Pa_4_8370
5223 alignments/orthologs5223.fas	OG0005778	Pa_4_8360
5224 alignments/orthologs5224.fas	OG0005779	Pa_4_8350
5225 alignments/orthologs5225.fas	OG0005780	Pa_4_8340
5226 alignments/orthologs5226.fas	OG0005781	Pa_4_8330
5227 alignments/orthologs5227.fas	OG0005782	Pa_4_8320
5228 alignments/orthologs5228.fas	OG0005783	Pa_4_8300
5229 alignments/orthologs5229.fas	OG0005784	Pa_4_8290
5230 alignments/orthologs5230.fas	OG0005785	Pa_4_8280
5231 alignments/orthologs5231.fas	OG0005786	Pa_4_8270
5232 alignments/orthologs5232.fas	OG0005787	Pa_4_8260
5233 alignments/orthologs5233.fas	OG0005788	Pa_4_8250
5234 alignments/orthologs5234.fas	OG0005789	Pa_4_8220
5235 alignments/orthologs5235.fas	OG0005790	Pa_4_8210
5236 alignments/orthologs5236.fas	OG0005791	Pa_4_8200
5237 alignments/orthologs5237.fas	OG0005792	Pa_4_8180
5238 alignments/orthologs5238.fas	OG0005793	Pa_4_8175
5239 alignments/orthologs5239.fas	OG0005794	Pa_4_8170
5240 alignments/orthologs5240.fas	OG0005795	Pa_4_8160
5241 alignments/orthologs5241.fas	OG0005796	Pa_4_8150
5242 alignments/orthologs5242.fas	OG0005797	Pa_4_8140
5243 alignments/orthologs5243.fas	OG0005798	Pa_4_8130
5244 alignments/orthologs5244.fas	OG0005799	Pa_4_8120
5245 alignments/orthologs5245.fas	OG0005800	Pa_4_8110
5246 alignments/orthologs5246.fas	OG0005801	Pa_4_8100
5247 alignments/orthologs5247.fas	OG0005802	Pa_4_8090
5248 alignments/orthologs5248.fas	OG0005803	Pa_4_8070
5249 alignments/orthologs5249.fas	OG0005804	Pa_4_8067
5250 alignments/orthologs5250.fas	OG0005805	Pa_4_8064
5251 alignments/orthologs5251.fas	OG0005806	Pa_4_8060
5252 alignments/orthologs5252.fas	OG0005807	Pa_4_8055
5253 alignments/orthologs5253.fas	OG0005808	Pa_4_8040
5254 alignments/orthologs5254.fas	OG0005809	Pa_4_8030
5255 alignments/orthologs5255.fas	OG0005810	Pa_4_8010
5256 alignments/orthologs5256.fas	OG0005811	Pa_4_7990
5257 alignments/orthologs5257.fas	OG0005812	Pa_4_7980
5258 alignments/orthologs5258.fas	OG0005813	Pa_4_7975
5259 alignments/orthologs5259.fas	OG0005814	Pa_4_7970
5260 alignments/orthologs5260.fas	OG0005815	Pa_4_7960
5261 alignments/orthologs5261.fas	OG0005816	Pa_4_7950
5262 alignments/orthologs5262.fas	OG0005817	Pa_4_7940
5263 alignments/orthologs5263.fas	OG0005818	Pa_4_7930
5264 alignments/orthologs5264.fas	OG0005819	Pa_4_7920
5265 alignments/orthologs5265.fas	OG0005820	Pa_4_7910
5266 alignments/orthologs5266.fas	OG0005821	Pa_4_7900
5267 alignments/orthologs5267.fas	OG0005822	Pa_4_7890
5268 alignments/orthologs5268.fas	OG0005823	Pa_4_7880
5269 alignments/orthologs5269.fas	OG0005824	Pa_4_7860
5270 alignments/orthologs5270.fas	OG0005825	Pa_4_7850
5271 alignments/orthologs5271.fas	OG0005826	Pa_4_7830
5272 alignments/orthologs5272.fas	OG0005827	Pa_4_7820
5273 alignments/orthologs5273.fas	OG0005828	Pa_4_7780
5274 alignments/orthologs5274.fas	OG0005829	Pa_4_7770
5275 alignments/orthologs5275.fas	OG0005830	Pa_4_7760
5276 alignments/orthologs5276.fas	OG0005831	Pa_4_7750
5277 alignments/orthologs5277.fas	OG0005832	Pa_4_7740
5278 alignments/orthologs5278.fas	OG0005833	Pa_4_7730
5279 alignments/orthologs5279.fas	OG0005834	Pa_4_7720
5280 alignments/orthologs5280.fas	OG0005835	Pa_4_7710
5281 alignments/orthologs5281.fas	OG0005836	Pa_4_7700
5282 alignments/orthologs5282.fas	OG0005837	Pa_4_7690
5283 alignments/orthologs5283.fas	OG0005838	Pa_4_7680
5284 alignments/orthologs5284.fas	OG0005839	Pa_4_7670
5285 alignments/orthologs5285.fas	OG0005840	Pa_4_7660
5286 alignments/orthologs5286.fas	OG0005841	Pa_4_7650
5287 alignments/orthologs5287.fas	OG0005842	Pa_4_7640
5288 alignments/orthologs5288.fas	OG0005843	Pa_4_7630
5289 alignments/orthologs5289.fas	OG0005844	Pa_4_7620
5290 alignments/orthologs5290.fas	OG0005845	Pa_4_7610
5291 alignments/orthologs5291.fas	OG0005846	Pa_4_7600
5292 alignments/orthologs5292.fas	OG0005847	Pa_4_7590
5293 alignments/orthologs5293.fas	OG0005848	Pa_4_7585
5294 alignments/orthologs5294.fas	OG0005849	Pa_4_7580
5295 alignments/orthologs5295.fas	OG0005850	Pa_4_7570
5296 alignments/orthologs5296.fas	OG0005851	Pa_4_7560
5297 alignments/orthologs5297.fas	OG0005852	Pa_4_7550
5298 alignments/orthologs5298.fas	OG0005853	Pa_4_7540
5299 alignments/orthologs5299.fas	OG0005854	Pa_4_7530
5300 alignments/orthologs5300.fas	OG0005855	Pa_4_7520
5301 alignments/orthologs5301.fas	OG0005856	Pa_4_7510
5302 alignments/orthologs5302.fas	OG0005857	Pa_4_7500
5303 alignments/orthologs5303.fas	OG0005858	Pa_4_7490
5304 alignments/orthologs5304.fas	OG0005859	Pa_4_7480
5305 alignments/orthologs5305.fas	OG0005860	Pa_4_7470
5306 alignments/orthologs5306.fas	OG0005861	Pa_4_7460
5307 alignments/orthologs5307.fas	OG0005862	Pa_4_7450
5308 alignments/orthologs5308.fas	OG0005863	Pa_4_7440
5309 alignments/orthologs5309.fas	OG0005864	Pa_4_7430
5310 alignments/orthologs5310.fas	OG0005865	Pa_4_7420
5311 alignments/orthologs5311.fas	OG0005866	Pa_4_7410
5312 alignments/orthologs5312.fas	OG0005867	Pa_4_7400
5313 alignments/orthologs5313.fas	OG0005868	Pa_4_7390
5314 alignments/orthologs5314.fas	OG0005869	Pa_4_7380
5315 alignments/orthologs5315.fas	OG0005870	Pa_4_7370
5316 alignments/orthologs5316.fas	OG0005871	Pa_4_7360
5317 alignments/orthologs5317.fas	OG0005872	Pa_4_7350
5318 alignments/orthologs5318.fas	OG0005873	Pa_4_7340
5319 alignments/orthologs5319.fas	OG0005874	Pa_4_7320
5320 alignments/orthologs5320.fas	OG0005875	Pa_4_7310
5321 alignments/orthologs5321.fas	OG0005876	Pa_4_7300
5322 alignments/orthologs5322.fas	OG0005877	Pa_4_7290
5323 alignments/orthologs5323.fas	OG0005878	Pa_4_7280
5324 alignments/orthologs5324.fas	OG0005879	Pa_4_7270
5325 alignments/orthologs5325.fas	OG0005880	Pa_4_7260
5326 alignments/orthologs5326.fas	OG0005881	Pa_4_7255
5327 alignments/orthologs5327.fas	OG0005882	Pa_4_7253
5328 alignments/orthologs5328.fas	OG0005883	Pa_4_7250
5329 alignments/orthologs5329.fas	OG0005884	Pa_4_7241
5330 alignments/orthologs5330.fas	OG0005885	Pa_4_7230
5331 alignments/orthologs5331.fas	OG0005886	Pa_4_7220
5332 alignments/orthologs5332.fas	OG0005887	Pa_4_7210
5333 alignments/orthologs5333.fas	OG0005888	Pa_4_7200
5334 alignments/orthologs5334.fas	OG0005889	Pa_4_7190
5335 alignments/orthologs5335.fas	OG0005890	Pa_4_7170
5336 alignments/orthologs5336.fas	OG0005891	Pa_4_7160
5337 alignments/orthologs5337.fas	OG0005892	Pa_4_7150
5338 alignments/orthologs5338.fas	OG0005893	Pa_4_7145
5339 alignments/orthologs5339.fas	OG0005894	Pa_4_7140
5340 alignments/orthologs5340.fas	OG0005895	Pa_4_7130
5341 alignments/orthologs5341.fas	OG0005896	Pa_4_7120
5342 alignments/orthologs5342.fas	OG0005897	Pa_4_7100
5343 alignments/orthologs5343.fas	OG0005898	Pa_4_7086
5344 alignments/orthologs5344.fas	OG0005899	Pa_4_7080
5345 alignments/orthologs5345.fas	OG0005900	Pa_4_7070
5346 alignments/orthologs5346.fas	OG0005901	Pa_4_7060
5347 alignments/orthologs5347.fas	OG0005902	Pa_4_7050
5348 alignments/orthologs5348.fas	OG0005903	Pa_4_7030
5349 alignments/orthologs5349.fas	OG0005904	Pa_4_7040
5350 alignments/orthologs5350.fas	OG0005905	Pa_4_7020
5351 alignments/orthologs5351.fas	OG0005906	Pa_4_7010
5352 alignments/orthologs5352.fas	OG0005907	Pa_4_6990
5353 alignments/orthologs5353.fas	OG0005908	Pa_4_6980
5354 alignments/orthologs5354.fas	OG0005909	Pa_4_6970
5355 alignments/orthologs5355.fas	OG0005910	Pa_4_6960
5356 alignments/orthologs5356.fas	OG0005911	Pa_4_6940
5357 alignments/orthologs5357.fas	OG0005912	Pa_4_6930
5358 alignments/orthologs5358.fas	OG0005913	Pa_4_6910
5359 alignments/orthologs5359.fas	OG0005914	Pa_4_6900
5360 alignments/orthologs5360.fas	OG0005915	Pa_4_6890
5361 alignments/orthologs5361.fas	OG0005916	Pa_4_6880
5362 alignments/orthologs5362.fas	OG0005917	Pa_4_6870
5363 alignments/orthologs5363.fas	OG0005918	Pa_4_6860
5364 alignments/orthologs5364.fas	OG0005919	Pa_4_6858
5365 alignments/orthologs5365.fas	OG0005920	Pa_4_6850
5366 alignments/orthologs5366.fas	OG0005921	Pa_4_6840
5367 alignments/orthologs5367.fas	OG0005922	Pa_4_6820
5368 alignments/orthologs5368.fas	OG0005923	Pa_4_6810
5369 alignments/orthologs5369.fas	OG0005924	Pa_4_6800
5370 alignments/orthologs5370.fas	OG0005925	Pa_4_6780
5371 alignments/orthologs5371.fas	OG0005926	Pa_4_6760
5372 alignments/orthologs5372.fas	OG0005927	Pa_4_6750
5373 alignments/orthologs5373.fas	OG0005928	Pa_4_6740
5374 alignments/orthologs5374.fas	OG0005929	Pa_4_6730
5375 alignments/orthologs5375.fas	OG0005930	Pa_4_6720
5376 alignments/orthologs5376.fas	OG0005931	Pa_4_6710
5377 alignments/orthologs5377.fas	OG0005932	Pa_4_6700
5378 alignments/orthologs5378.fas	OG0005933	Pa_4_6680
5379 alignments/orthologs5379.fas	OG0005934	Pa_4_6690
