Number	Orthogroup	REFgene	Alignment
7172	OG0007736	Pa_6_480	alignments/orthologs7172.fas
44	OG0000579	Pa_1_1530	alignments/orthologs0044.fas
8208	OG0008774	Pa_7_8940	alignments/orthologs8208.fas
5181	OG0005735	Pa_4_8790	alignments/orthologs5181.fas
7052	OG0007616	Pa_6_1765	alignments/orthologs7052.fas
6943	OG0007505	Pa_6_3190	alignments/orthologs6943.fas
6293	OG0006854	Pa_5_6680	alignments/orthologs6293.fas
1952	OG0002492	Pa_1_21695	alignments/orthologs1952.fas
4429	OG0004978	Pa_3_8390	alignments/orthologs4429.fas
1736	OG0002274	Pa_1_19240	alignments/orthologs1736.fas
4693	OG0005243	Pa_3_10760	alignments/orthologs4693.fas
567	OG0001103	Pa_1_7010	alignments/orthologs0567.fas
8498	OG0009065	Pa_7_1290	alignments/orthologs8498.fas
1287	OG0001823	Pa_1_14550	alignments/orthologs1287.fas
4642	OG0005192	Pa_3_11410	alignments/orthologs4642.fas
3391	OG0003937	Pa_2_11260	alignments/orthologs3391.fas
7963	OG0008529	Pa_7_6110	alignments/orthologs7963.fas
252	OG0000787	Pa_1_3660	alignments/orthologs0252.fas
6536	OG0007097	Pa_5_11660	alignments/orthologs6536.fas
6527	OG0007088	Pa_5_10030	alignments/orthologs6527.fas
4461	OG0005011	Pa_3_8730	alignments/orthologs4461.fas
8310	OG0008877	Pa_7_10000	alignments/orthologs8310.fas
637	OG0001173	Pa_1_7710	alignments/orthologs0637.fas
4389	OG0004938	Pa_3_7940	alignments/orthologs4389.fas
2012	OG0002553	Pa_1_22450	alignments/orthologs2012.fas
4656	OG0005206	Pa_3_11270	alignments/orthologs4656.fas
7179	OG0007743	Pa_6_400	alignments/orthologs7179.fas
2729	OG0003271	Pa_2_3820	alignments/orthologs2729.fas
4269	OG0004818	Pa_3_6730	alignments/orthologs4269.fas
8505	OG0009072	Pa_7_1210	alignments/orthologs8505.fas
6740	OG0007302	Pa_6_4520	alignments/orthologs6740.fas
7026	OG0007589	Pa_6_2100	alignments/orthologs7026.fas
241	OG0000776	Pa_1_3540	alignments/orthologs0241.fas
1895	OG0002433	Pa_1_20890	alignments/orthologs1895.fas
3984	OG0004532	Pa_3_3710	alignments/orthologs3984.fas
2952	OG0003497	Pa_2_6340	alignments/orthologs2952.fas
3294	OG0003840	Pa_2_10130	alignments/orthologs3294.fas
1065	OG0001601	Pa_1_12260	alignments/orthologs1065.fas
7917	OG0008483	Pa_7_5540	alignments/orthologs7917.fas
1134	OG0001670	Pa_1_14140	alignments/orthologs1134.fas
1126	OG0001662	Pa_1_14220	alignments/orthologs1126.fas
4303	OG0004852	Pa_3_7090	alignments/orthologs4303.fas
6531	OG0007092	Pa_5_10120	alignments/orthologs6531.fas
6187	OG0006748	Pa_5_12037	alignments/orthologs6187.fas
7126	OG0007690	Pa_6_1000	alignments/orthologs7126.fas
141	OG0000676	Pa_1_2495	alignments/orthologs0141.fas
5156	OG0005710	Pa_4_9030	alignments/orthologs5156.fas
7682	OG0008246	Pa_7_3980	alignments/orthologs7682.fas
697	OG0001233	Pa_1_8330	alignments/orthologs0697.fas
1644	OG0002182	Pa_1_18250	alignments/orthologs1644.fas
1606	OG0002144	Pa_1_17810	alignments/orthologs1606.fas
618	OG0001154	Pa_1_7490	alignments/orthologs0618.fas
2948	OG0003493	Pa_2_6300	alignments/orthologs2948.fas
1558	OG0002096	Pa_1_17330	alignments/orthologs1558.fas
7399	OG0007963	Pa_6_8720	alignments/orthologs7399.fas
2044	OG0002585	Pa_1_22770	alignments/orthologs2044.fas
3556	OG0004102	Pa_2_12950	alignments/orthologs3556.fas
6345	OG0006906	Pa_5_8030	alignments/orthologs6345.fas
2836	OG0003380	Pa_2_5130	alignments/orthologs2836.fas
6684	OG0007246	Pa_6_3950	alignments/orthologs6684.fas
8180	OG0008746	Pa_7_8610	alignments/orthologs8180.fas
5089	OG0005643	Pa_4_3179	alignments/orthologs5089.fas
5862	OG0006421	Pa_5_12940	alignments/orthologs5862.fas
1392	OG0001929	Pa_1_15690	alignments/orthologs1392.fas
4070	OG0004618	Pa_3_4600	alignments/orthologs4070.fas
6892	OG0007454	Pa_6_6170	alignments/orthologs6892.fas
7522	OG0008086	Pa_6_10280	alignments/orthologs7522.fas
4720	OG0005270	Pa_4_230	alignments/orthologs4720.fas
7604	OG0008168	Pa_7_4870	alignments/orthologs7604.fas
4910	OG0005464	Pa_4_2490	alignments/orthologs4910.fas
8168	OG0008734	Pa_7_8480	alignments/orthologs8168.fas
2115	OG0002656	Pa_1_23530	alignments/orthologs2115.fas
1173	OG0001709	Pa_1_13740	alignments/orthologs1173.fas
2177	OG0002718	Pa_1_24160	alignments/orthologs2177.fas
6139	OG0006699	Pa_5_6180	alignments/orthologs6139.fas
5240	OG0005795	Pa_4_8160	alignments/orthologs5240.fas
2208	OG0002749	Pa_1_24550	alignments/orthologs2208.fas
2635	OG0003177	Pa_2_2850	alignments/orthologs2635.fas
6494	OG0007055	Pa_5_9715	alignments/orthologs6494.fas
2685	OG0003227	Pa_2_3350	alignments/orthologs2685.fas
6329	OG0006890	Pa_5_7730	alignments/orthologs6329.fas
7100	OG0007664	Pa_6_1275	alignments/orthologs7100.fas
7950	OG0008516	Pa_7_5940	alignments/orthologs7950.fas
3698	OG0004245	Pa_3_300	alignments/orthologs3698.fas
514	OG0001050	Pa_1_6500	alignments/orthologs0514.fas
7337	OG0007901	Pa_6_8025	alignments/orthologs7337.fas
3717	OG0004264	Pa_3_485	alignments/orthologs3717.fas
1124	OG0001660	Pa_1_14240	alignments/orthologs1124.fas
8175	OG0008741	Pa_7_8560	alignments/orthologs8175.fas
5457	OG0006012	Pa_4_5735	alignments/orthologs5457.fas
3104	OG0003650	Pa_2_8115	alignments/orthologs3104.fas
7449	OG0008013	Pa_6_9320	alignments/orthologs7449.fas
6694	OG0007256	Pa_6_4060	alignments/orthologs6694.fas
4447	OG0004997	Pa_3_8590	alignments/orthologs4447.fas
6341	OG0006902	Pa_5_7920	alignments/orthologs6341.fas
4754	OG0005305	Pa_4_640	alignments/orthologs4754.fas
2381	OG0002922	Pa_2_200	alignments/orthologs2381.fas
2777	OG0003319	Pa_2_4330	alignments/orthologs2777.fas
7801	OG0008366	Pa_7_2430	alignments/orthologs7801.fas
4455	OG0005005	Pa_3_8660	alignments/orthologs4455.fas
6592	OG0007153	Pa_5_10890	alignments/orthologs6592.fas
8331	OG0008898	Pa_7_10250	alignments/orthologs8331.fas
3946	OG0004494	Pa_3_3275	alignments/orthologs3946.fas
1712	OG0002250	Pa_1_18950	alignments/orthologs1712.fas
6444	OG0007005	Pa_5_9110	alignments/orthologs6444.fas
3036	OG0003582	Pa_2_7220	alignments/orthologs3036.fas
5553	OG0006109	Pa_4_4660	alignments/orthologs5553.fas
1270	OG0001806	Pa_1_14390	alignments/orthologs1270.fas
4802	OG0005353	Pa_4_1120	alignments/orthologs4802.fas
3230	OG0003776	Pa_2_9470	alignments/orthologs3230.fas
5486	OG0006042	Pa_4_5380	alignments/orthologs5486.fas
4494	OG0005044	Pa_3_9040	alignments/orthologs4494.fas
6130	OG0006690	Pa_5_6090	alignments/orthologs6130.fas
2982	OG0003527	Pa_2_6640	alignments/orthologs2982.fas
2661	OG0003203	Pa_2_3120	alignments/orthologs2661.fas
2654	OG0003196	Pa_2_3050	alignments/orthologs2654.fas
2512	OG0003054	Pa_2_1500	alignments/orthologs2512.fas
1998	OG0002539	Pa_1_22280	alignments/orthologs1998.fas
1986	OG0002527	Pa_1_22150	alignments/orthologs1986.fas
6576	OG0007137	Pa_5_11170	alignments/orthologs6576.fas
524	OG0001060	Pa_1_6595	alignments/orthologs0524.fas
8149	OG0008715	Pa_7_8300	alignments/orthologs8149.fas
